time,value
2025-09-16T01:43:27.178623497Z,-0.7361297607421875
2025-09-16T01:43:28.188809748Z,-0.729095458984375
2025-09-16T01:43:29.178731094Z,-0.7241363525390625
2025-09-16T01:43:30.151749194Z,-0.73431396484375
2025-09-16T01:43:31.171809671Z,-0.73272705078125
2025-09-16T01:43:32.182667512Z,-0.7328033447265625
2025-09-16T01:43:33.161701535Z,-0.756805419921875
2025-09-16T01:43:34.221769494Z,-0.74310302734375
2025-09-16T01:43:35.149735654Z,-0.7357025146484375
2025-09-16T01:43:36.165957174Z,-0.7357025146484375
2025-09-16T01:43:37.158802124Z,-0.7334747314453125
2025-09-16T01:43:38.171795343Z,-0.7390899658203125
2025-09-16T01:43:39.171896079Z,-0.746978759765625
2025-09-16T01:43:40.191900899Z,-0.741546630859375
2025-09-16T01:43:41.181751097Z,-0.739349365234375
2025-09-16T01:43:42.191658941Z,-0.7419281005859375
2025-09-16T01:43:43.19386773Z,-0.74139404296875
2025-09-16T01:43:44.192516661Z,-0.74139404296875
2025-09-16T01:43:45.192695018Z,-0.740966796875
2025-09-16T01:43:46.192098821Z,-0.7409210205078125
2025-09-16T01:43:47.174676046Z,-0.7409210205078125
2025-09-16T01:43:48.181763013Z,-0.7421417236328125
2025-09-16T01:43:49.177712278Z,-0.74163818359375
2025-09-16T01:43:50.202524196Z,-0.7415618896484375
2025-09-16T01:43:51.190150998Z,-0.74139404296875
2025-09-16T01:43:52.189799092Z,-0.7409515380859375
2025-09-16T01:43:53.21272162Z,-0.7427825927734375
2025-09-16T01:43:54.211653007Z,-0.742584228515625
2025-09-16T01:43:55.212657966Z,-0.736541748046875
2025-09-16T01:43:56.202732044Z,-0.7293548583984375
2025-09-16T01:43:57.203260966Z,-0.7321624755859375
2025-09-16T01:43:58.212607669Z,-0.7318267822265625
2025-09-16T01:43:59.181646086Z,-0.7326202392578125
2025-09-16T01:44:00.211458549Z,-0.736480712890625
2025-09-16T01:44:01.211693742Z,-0.734649658203125
2025-09-16T01:44:02.183933218Z,-0.7364501953125
2025-09-16T01:44:03.188442599Z,-0.924835205078125
2025-09-16T01:44:04.231995211Z,-0.859283447265625
2025-09-16T01:44:05.187013624Z,-0.861419677734375
2025-09-16T01:44:06.211411791Z,-0.86102294921875
2025-09-16T01:44:07.210193736Z,-0.7711639404296875
2025-09-16T01:44:08.204739288Z,-0.9663543701171875
2025-09-16T01:44:09.22055528Z,-0.9728240966796875
2025-09-16T01:44:10.219787731Z,-0.9296722412109375
2025-09-16T01:44:11.218618704Z,-1.0016021728515625
2025-09-16T01:44:12.220019279Z,-1.0182647705078125
2025-09-16T01:44:13.220448383Z,-0.9143524169921875
2025-09-16T01:44:14.221281071Z,-0.8006744384765625
2025-09-16T01:44:15.225377092Z,-0.7036895751953125
2025-09-16T01:44:16.198108794Z,-0.7175750732421875
2025-09-16T01:44:17.196202217Z,-0.6929168701171875
2025-09-16T01:44:18.19060187Z,-0.73321533203125
2025-09-16T01:44:19.217337143Z,-0.5478973388671875
2025-09-16T01:44:20.19201878Z,0.36749267578125
2025-09-16T01:44:21.204570782Z,-0.4312744140625
2025-09-16T01:44:22.218503337Z,-0.303955078125
2025-09-16T01:44:23.21344845Z,-0.5418853759765625
2025-09-16T01:44:24.206545482Z,-0.726348876953125
2025-09-16T01:44:25.218437252Z,-0.570892333984375
2025-09-16T01:44:26.396278264Z,-0.8203887939453125
2025-09-16T01:44:27.223346073Z,-0.623291015625
2025-09-16T01:44:28.232555741Z,-0.932586669921875
2025-09-16T01:44:29.206566562Z,-0.9552154541015625
2025-09-16T01:44:30.223632642Z,-0.9564971923828125
